StartofWindow EndofWindow coverage Chr Ploidy
104150180 104175613 8 6 1
104175613 104189269 11 6 1
104189269 104195078 14 6 1
104195078 104209816 16 6 1
104209816 104290530 15 6 1
104290530 104367936 14 6 1
104367936 104389644 17 6 1
104389644 104404290 16 6 1
104404290 104417349 18 6 1
104417349 104438187 21 6 1
104438187 104439154 24 6 1
104439154 104461793 25 6 1
104461793 104480382 26 6 1
104480382 104484800 23 6 1
104484800 104501109 20 6 1
104501109 104506704 19 6 1
104506704 104511226 21 6 1
104511226 104511925 23 6 1
104511925 104512694 22 6 1
104512694 104523959 21 6 1
104523959 104535274 20 6 1
104535274 104593867 19 6 1
104593867 104610015 18 6 1
104610015 104633000 12 6 1
104633000 104659904 13 6 1
104659904 104671382 12 6 1
104671382 104687623 13 6 1
104687623 104705750 14 6 1
104705750 104772161 13 6 1
104772161 104792722 14 6 1
104792722 104809548 13 6 1
104809548 104817385 13 6 1
104817385 104835891 15 6 1
104835891 104841955 16 6 1
104841955 104852784 17 6 1
104852784 104864469 18 6 1
104864469 104873990 16 6 1
104873990 104878549 17 6 1
104878549 104933176 13 6 1
104933176 104958732 10 6 1
104958732 104966559 9 6 1
104966559 104983055 8 6 1
104983055 105007363 7 6 1
105007363 105015567 6 6 1
105015567 105062381 8 6 1
105062381 105259463 7 6 1
105259463 105265047 5 6 1
105265047 105386764 4 6 1
105386764 105781267 3 6 1
105781267 106987300 2 6 1
106987300 107158268 3 6 1
107158268 107268277 2 6 1
107268277 107682932 3 6 1
107682932 107987262 2 6 1
107987262 108107776 3 6 1
108107776 109279211 2 6 1
109279211 109562699 3 6 1
109562699 109636490 2 6 1
109636490 109639656 3 6 1
109639656 109643725 4 6 1
109643725 109713338 5 6 1
109713338 109727046 13 6 1
109727046 109852472 17 6 1
109852472 109964827 18 6 1
109964827 110007647 17 6 1
110007647 110014882 18 6 1
110014882 110044440 17 6 1
110044440 110090049 6 6 1
110090049 110115796 5 6 1
110115796 110123934 4 6 1
110123934 110228596 3 6 1
110228596 110231687 4 6 1
110231687 110238161 5 6 1
110238161 110286440 19 6 1
110286440 110291432 18 6 1
110291432 110293474 17 6 1
110293474 110295081 6 6 1
110295081 111408397 2 6 1
111408397 111498785 3 6 1
111498785 111597439 4 6 1
111597439 111772223 3 6 1
111772223 112298219 2 6 1
112298219 112398450 4 6 1
112398450 112435444 2 6 1
112435444 112465118 3 6 1
112465118 112471688 2 6 1
112471688 112480041 11 6 1
112480041 112482321 12 6 1
112482321 112726063 13 6 1
112726063 112739106 6 6 1
112739106 112862151 4 6 1
112862151 112919957 2 6 1
112919957 113039362 4 6 1
113039362 113105627 5 6 1
113105627 113108184 4 6 1
113108184 113183370 3 6 1
113183370 113434358 2 6 1
113434358 113450717 3 6 1
113450717 113582041 6 6 1
113582041 113654172 7 6 1
113654172 113815289 8 6 1
113815289 113820149 7 6 1
113820149 113936449 4 6 1
113936449 114036729 3 6 1
114036729 115039368 2 6 1
115039368 115099897 3 6 1
115099897 115119372 4 6 1
115119372 115211140 3 6 1
115211140 115343609 4 6 1
115343609 115381413 3 6 1
115381413 115398064 4 6 1
115398064 115612895 5 6 1
115612895 115694350 4 6 1
115694350 115707553 7 6 1
115707553 115744794 8 6 1
115744794 116214796 9 6 1
116214796 116242077 10 6 1
116242077 116251543 11 6 1
116251543 116254103 12 6 1
116254103 116306113 10 6 1
116306113 116307349 9 6 1
116307349 116370221 6 6 1
116370221 116387134 7 6 1
116387134 116489550 6 6 1
116489550 116571255 9 6 1
116571255 116648592 10 6 1
116648592 116658955 9 6 1
116658955 116690849 8 6 1
116690849 116729556 6 6 1
116729556 116744949 3 6 1
116744949 116756773 2 6 1
116756773 116813160 3 6 1
116813160 116953443 2 6 1
116953443 117104668 1 6 1
117104668 117105519 4 6 1
117105519 117108764 5 6 1
117108764 117276846 7 6 1
117276846 117314216 8 6 1
117314216 117358444 7 6 1
117358444 117510574 6 6 1
117510574 117522685 8 6 1
117522685 117525169 7 6 1
117525169 117562289 2 6 1
117562289 118324613 0 6 1
118324613 118377935 1 6 1
118377935 118410605 2 6 1
118410605 118457579 3 6 1
118457579 118571519 2 6 1
118571519 118600138 1 6 1
118600138 118844580 1 6 1
118844580 118931253 2 6 1
118931253 119102991 1 6 1
119102991 119565535 0 6 1
119565535 119658728 2 6 1
119658728 119665072 3 6 1
119665072 119717722 4 6 1
119717722 119739543 22 6 1
119739543 119853245 26 6 1
119853245 119894784 28 6 1
119894784 119914788 27 6 1
119914788 119916191 28 6 1
119916191 119937934 27 6 1
119937934 119980179 25 6 1
119980179 119999104 24 6 1
119999104 120006567 25 6 1
120006567 120008021 22 6 1
120008021 120020770 7 6 1
120020770 120034199 6 6 1
120034199 120107731 4 6 1
120107731 120182610 5 6 1
120182610 120308949 4 6 1
120308949 120357714 5 6 1
120357714 120374810 4 6 1
120374810 120449221 3 6 1
120449221 120509764 2 6 1
120509764 120564643 1 6 1
120564643 120848903 0 6 1
120848903 121026195 1 6 1
121026195 121106523 0 6 1
121106523 121339179 1 6 1
121339179 121597303 5 6 1
121597303 121677150 4 6 1
121677150 121680569 2 6 1
121680569 121707449 1 6 1
121707449 122793046 0 6 1
122793046 123046572 1 6 1
123046572 123116885 0 6 1
123116885 123180855 1 6 1
123180855 123293969 2 6 1
123293969 123545640 1 6 1
123545640 123761102 2 6 1
123761102 123853983 4 6 1
123853983 123888760 6 6 1
123888760 123924867 7 6 1
123924867 123942031 6 6 1
123942031 124007283 5 6 1
124007283 124153724 3 6 1
124153724 124156824 2 6 1
124156824 124194636 1 6 1
124194636 124217346 2 6 1
124217346 124223375 3 6 1
124223375 124229297 5 6 1
124229297 124253223 7 6 1
124253223 124264783 9 6 1
124264783 124266922 17 6 1
124266922 124267760 21 6 1
124267760 124270960 32 6 1
124270960 124274997 35 6 1
124274997 124308457 57 6 1
124308457 124340075 56 6 1
124340075 124342291 55 6 1
124342291 124346434 53 6 1
124346434 124349162 48 6 1
124349162 124355206 8 6 1
124355206 124361146 5 6 1
124361146 124369245 3 6 1
124369245 124501118 4 6 1
124501118 124537726 3 6 1
124537726 124662999 2 6 1
124662999 124977540 1 6 1
124977540 126373765 0 6 1
126373765 127251021 1 6 1
127251021 127697992 0 6 1
127697992 127786453 1 6 1
127786453 128149677 0 6 1
128149677 128267288 1 6 1
128267288 128345371 2 6 1
128345371 128397007 1 6 1
128397007 128615092 2 6 1
128615092 128879393 1 6 1
128879393 128892499 2 6 1
128892499 128989302 3 6 1
128989302 129007556 4 6 1
129007556 129223467 6 6 1
129223467 129250358 4 6 1
129250358 129260576 5 6 1
129260576 129309434 6 6 1
129309434 129337036 7 6 1
129337036 129358100 6 6 1
129358100 129371106 7 6 1
129371106 129427076 6 6 1
129427076 129440026 5 6 1
129440026 129473791 3 6 1
129473791 129486817 2 6 1
129486817 129506169 1 6 1
129506169 129555903 2 6 1
129555903 129644548 1 6 1
129644548 129780833 0 6 1
129780833 129856375 1 6 1
129856375 129896501 0 6 1
129896501 130046986 1 6 1
130046986 130058210 0 6 1
130058210 130094750 1 6 1
130094750 130258638 0 6 1
130258638 131059453 1 6 1
131059453 131137002 2 6 1
131137002 131150164 1 6 1
131150164 131325448 0 6 1
131325448 131521374 1 6 1
131521374 131945474 0 6 1
131945474 132157149 2 6 1
132157149 134746878 0 6 1
134746878 134946884 1 6 1
134946884 135142385 0 6 1
135142385 135290443 2 6 1
135290443 135292118 1 6 1
135292118 135639715 0 6 1
135639715 135824141 4 6 1
135824141 136100939 5 6 1
136100939 136171077 4 6 1
136171077 136735606 0 6 1
136735606 136807151 1 6 1
136807151 136859415 2 6 1
136859415 136865046 3 6 1
136865046 136882518 4 6 1
136882518 136891074 5 6 1
136891074 136946053 6 6 1
136946053 136963890 5 6 1
136963890 137091343 4 6 1
137091343 137164798 3 6 1
137164798 137236687 4 6 1
137236687 137288483 3 6 1
137288483 137536455 2 6 1
137536455 138150853 1 6 1
138150853 138431353 0 6 1
138431353 138662480 2 6 1
138662480 138666838 1 6 1
138666838 138740655 0 6 1
138740655 138772011 1 6 1
138772011 138937625 2 6 1
138937625 138972185 1 6 1
138972185 139033700 0 6 1
139033700 139251654 1 6 1
139251654 139722555 0 6 1
139722555 139822389 1 6 1
139822389 140314606 0 6 1
140314606 140531399 1 6 1
140531399 140596984 2 6 1
140596984 140618628 3 6 1
140618628 140637233 7 6 1
140637233 140708840 9 6 1
140708840 140751070 10 6 1
140751070 140755588 11 6 1
140755588 140821294 10 6 1
140821294 140866447 8 6 1
140866447 140928089 6 6 1
140928089 140963878 4 6 1
140963878 141054141 3 6 1
141054141 141058627 2 6 1
141058627 141155114 1 6 1
141155114 141182209 2 6 1
141182209 141233620 3 6 1
141233620 141277505 5 6 1
141277505 141457362 8 6 1
141457362 141495465 7 6 1
141495465 141591793 6 6 1
141591793 141647675 7 6 1
141647675 141680888 15 6 1
141680888 141696465 13 6 1
141696465 141938144 12 6 1
141938144 142016195 13 6 1
142016195 142084901 14 6 1
142084901 142119463 5 6 1
142119463 142131691 6 6 1
142131691 142161916 5 6 1
142161916 142206190 6 6 1
142206190 142234189 5 6 1
142234189 142307735 6 6 1
142307735 142313437 5 6 1
142313437 142328285 4 6 1
142328285 142345692 6 6 1
142345692 142379132 7 6 1
142379132 142413993 6 6 1
142413993 142434511 5 6 1
142434511 142439814 4 6 1
142439814 142498197 3 6 1
142498197 142570474 2 6 1
142570474 142600250 1 6 1
142600250 142624329 0 6 1
142624329 142764541 1 6 1
142764541 144562530 0 6 1
144562530 144598943 5 6 1
144598943 144656275 6 6 1
144656275 144685731 7 6 1
144685731 144705970 8 6 1
144705970 144740319 9 6 1
144740319 144743015 10 6 1
144743015 144864501 11 6 1
144864501 144909719 10 6 1
144909719 144924136 9 6 1
144924136 144924542 10 6 1
144924542 144965205 9 6 1
144965205 145007969 8 6 1
145007969 145069600 3 6 1
145069600 145517407 1 6 1
145517407 145737555 2 6 1
145737555 145772010 3 6 1
145772010 145910101 2 6 1
145910101 146113761 3 6 1
146113761 146127203 4 6 1
146127203 146364453 3 6 1
146364453 146394449 2 6 1
146394449 146988978 1 6 1
146988978 147223244 2 6 1
147223244 147258321 3 6 1
147258321 147294792 4 6 1
147294792 147496047 3 6 1
147496047 147640433 2 6 1
147640433 147946333 1 6 1
147946333 148051560 2 6 1
148051560 148180666 3 6 1
148180666 148192962 2 6 1
148192962 148200970 5 6 1
148200970 148297083 6 6 1
148297083 148333890 5 6 1
148333890 148894447 2 6 1
148894447 149034109 1 6 1
149034109 149037773 3 6 1
149037773 149053030 4 6 1
149053030 149135396 3 6 1
149135396 149141278 2 6 1
149141278 149742747 0 6 1
149742747 150297996 1 6 1
150297996 150448358 2 6 1
150448358 150550969 1 6 1
150550969 150704497 0 6 1
150704497 150791493 1 6 1
150791493 150969829 0 6 1
150969829 151156327 1 6 1
151156327 151225521 0 6 1
151225521 151254376 3 6 1
151254376 151301359 4 6 1
151301359 151344484 1 6 1
151344484 151773164 0 6 1
151773164 151779193 7 6 1
151779193 151922064 9 6 1
151922064 151927010 8 6 1
151927010 152008098 0 6 1
152008098 152408126 1 6 1
152408126 152426433 2 6 1
152426433 152463488 1 6 1
152463488 152605127 0 6 1
152605127 152668272 1 6 1
152668272 152690102 0 6 1
152690102 152691271 1 6 1
152691271 152720832 2 6 1
152720832 152749494 3 6 1
152749494 152753254 2 6 1
152753254 152897662 1 6 1
152897662 153090854 0 6 1
153090854 153808097 1 6 1
153808097 153825052 2 6 1
153825052 153861971 3 6 1
153861971 154074966 5 6 1
154074966 154126600 6 6 1
154126600 154164671 5 6 1
154164671 154598067 3 6 1
154598067 154614311 2 6 1
154614311 154899702 1 6 1
154899702 155315430 0 6 1
155315430 155330737 2 6 1
155330737 155369797 3 6 1
155369797 155371728 9 6 1
155371728 155372286 10 6 1
155372286 155374329 21 6 1
155374329 155375896 25 6 1
155375896 155376328 27 6 1
155376328 155376694 28 6 1
155376694 155383093 28 6 1
155383093 155387719 30 6 1
155387719 155469860 34 6 1
155469860 155474146 33 6 1
155474146 155519888 32 6 1
155519888 155548501 33 6 1
155548501 155552826 32 6 1
155552826 155557172 5 6 1
155557172 155561224 2 6 1
155561224 155600911 1 6 1
155600911 156056473 0 6 1
156056473 156157228 1 6 1
156157228 156452092 0 6 1
156452092 156495821 1 6 1
156495821 156575293 2 6 1
156575293 156744954 3 6 1
156744954 156954566 1 6 1
156954566 157217378 0 6 1
157217378 157390781 1 6 1
157390781 158435748 0 6 1
158435748 158535858 1 6 1
158535858 158778045 2 6 1
158778045 159223364 1 6 1
159223364 159482822 2 6 1
159482822 159533873 1 6 1
159533873 159854586 0 6 1
159854586 159978409 1 6 1
159978409 160398706 0 6 1
160398706 160660694 1 6 1
160660694 160687412 2 6 1
160687412 160874954 1 6 1
160874954 161870720 0 6 1
161870720 161899244 1 6 1
161899244 161916837 2 6 1
161916837 161925152 3 6 1
161925152 161928803 5 6 1
161928803 161933472 8 6 1
161933472 161936834 9 6 1
161936834 161953076 10 6 1
161953076 161964475 11 6 1
161964475 161975091 15 6 1
161975091 161979264 21 6 1
161979264 161990401 32 6 1
161990401 161998671 42 6 1
161998671 162001436 43 6 1
162001436 162006116 44 6 1
162006116 162012382 45 6 1
162012382 162020229 46 6 1
162020229 162036041 47 6 1
162036041 162039927 51 6 1
162039927 162054424 55 6 1
162054424 162068432 58 6 1
162068432 162075343 56 6 1
162075343 162079189 57 6 1
162079189 162081542 53 6 1
162081542 162083847 46 6 1
162083847 162098479 45 6 1
162098479 162112810 46 6 1
162112810 162115908 45 6 1
162115908 162119549 42 6 1
162119549 162137147 41 6 1
162137147 162138451 43 6 1
162138451 162146333 42 6 1
162146333 162155370 43 6 1
162155370 162157827 42 6 1
162157827 162158495 41 6 1
162158495 162161619 40 6 1
162161619 162169275 35 6 1
162169275 162170983 38 6 1
162170983 162172718 35 6 1
162172718 162182632 29 6 1
162182632 162195003 35 6 1
162195003 162202134 34 6 1
162202134 162204414 35 6 1
162204414 162211306 36 6 1
162211306 162227549 32 6 1
162227549 162236075 38 6 1
162236075 162240770 40 6 1
162240770 162245635 39 6 1
162245635 162249699 42 6 1
162249699 162252602 43 6 1
162252602 162254146 44 6 1
162254146 162254874 46 6 1
162254874 162265241 48 6 1
162265241 162269996 49 6 1
162269996 162273601 51 6 1
162273601 162274252 53 6 1
162274252 162276993 54 6 1
162276993 162283192 52 6 1
162283192 162283782 55 6 1
162283782 162287770 54 6 1
162287770 162296735 53 6 1
162296735 162302398 54 6 1
162302398 162306764 55 6 1
162306764 162310191 52 6 1
162310191 162311480 56 6 1
162311480 162315385 57 6 1
162315385 162319583 59 6 1
162319583 162322406 58 6 1
162322406 162326357 59 6 1
162326357 162330632 59 6 1
162330632 162340950 59 6 1
162340950 162352675 57 6 1
162352675 162353966 66 6 1
162353966 162369660 62 6 1
162369660 162371842 67 6 1
162371842 162375318 90 6 1
162375318 162382186 88 6 1
162382186 162392748 88 6 1
162392748 162395321 96 6 1
162395321 162405992 94 6 1
162405992 162406957 105 6 1
162406957 162422510 102 6 1
162422510 162425855 108 6 1
162425855 162426756 110 6 1
162426756 162428626 109 6 1
162428626 162434569 107 6 1
162434569 162436583 112 6 1
162436583 162439437 110 6 1
162439437 162445941 110 6 1
162445941 162447612 111 6 1
162447612 162452035 116 6 1
162452035 162459335 128 6 1
162459335 162465313 141 6 1
162465313 162471405 147 6 1
162471405 162475141 148 6 1
162475141 162475722 156 6 1
162475722 162478605 142 6 1
162478605 162490067 127 6 1
162490067 162496356 135 6 1
162496356 162508247 139 6 1
162508247 162510084 148 6 1
162510084 162516960 147 6 1
162516960 162519263 150 6 1
162519263 162521448 152 6 1
162521448 162537103 140 6 1
162537103 162543304 186 6 1
162543304 162546397 189 6 1
162546397 162551099 194 6 1
162551099 162551822 198 6 1
162551822 162559731 195 6 1
162559731 162563012 213 6 1
162563012 162565718 218 6 1
162565718 162567236 214 6 1
162567236 162568613 216 6 1
162568613 162569892 218 6 1
162569892 162577258 218 6 1
162577258 162579120 242 6 1
162579120 162582665 243 6 1
162582665 162587692 253 6 1
162587692 162589839 259 6 1
162589839 162591346 261 6 1
162591346 162594412 262 6 1
162594412 162594941 265 6 1
162594941 162597753 267 6 1
162597753 162601572 271 6 1
162601572 162602815 289 6 1
162602815 162605266 292 6 1
162605266 162606080 298 6 1
162606080 162606477 300 6 1
162606477 162611892 297 6 1
162611892 162616850 308 6 1
162616850 162617643 344 6 1
162617643 162619788 344 6 1
162619788 162622157 347 6 1
162622157 162622304 350 6 1
162622304 162622828 347 6 1
162622828 162627290 336 6 1
162627290 162632171 335 6 1
162632171 162633618 340 6 1
162633618 162634288 339 6 1
162634288 162634337 341 6 1
162634337 162634898 340 6 1
162634898 162635307 341 6 1
162635307 162643777 329 6 1
162643777 162645907 349 6 1
162645907 162646897 356 6 1
162646897 162648138 360 6 1
162648138 162651697 349 6 1
162651697 162652000 365 6 1
162652000 162652961 362 6 1
162652961 162655345 359 6 1
162655345 162657213 361 6 1
162657213 162661858 359 6 1
162661858 162665007 360 6 1
162665007 162666203 365 6 1
162666203 162671305 357 6 1
162671305 162671401 410 6 1
162671401 162673348 409 6 1
162673348 162675816 418 6 1
162675816 162677658 431 6 1
162677658 162678710 432 6 1
162678710 162681408 420 6 1
162681408 162683593 421 6 1
162683593 162683722 441 6 1
162683722 162687115 447 6 1
162687115 162687778 450 6 1
162687778 162689970 442 6 1
162689970 162694119 439 6 1
162694119 162695546 440 6 1
162695546 162705164 426 6 1
162705164 162706712 467 6 1
162706712 162709550 468 6 1
162709550 162712174 470 6 1
162712174 162714180 469 6 1
162714180 162715186 472 6 1
162715186 162716787 464 6 1
162716787 162718343 463 6 1
162718343 162722702 459 6 1
162722702 162723756 462 6 1
162723756 162729381 451 6 1
162729381 162730482 457 6 1
162730482 162737112 418 6 1
162737112 162737217 428 6 1
162737217 162738975 422 6 1
162738975 162739309 424 6 1
162739309 162746359 417 6 1
162746359 162747573 465 6 1
162747573 162750510 461 6 1
162750510 162752693 465 6 1
162752693 162754871 464 6 1
162754871 162756720 461 6 1
162756720 162757723 464 6 1
162757723 162761548 448 6 1
162761548 162764049 451 6 1
162764049 162774851 436 6 1
162774851 162777158 464 6 1
162777158 162777733 485 6 1
162777733 162780995 484 6 1
162780995 162781811 488 6 1
162781811 162790478 443 6 1
162790478 162796762 408 6 1
162796762 162799603 409 6 1
162799603 162800948 410 6 1
162800948 162803458 407 6 1
162803458 162808350 381 6 1
162808350 162809406 382 6 1
162809406 162816284 375 6 1
162816284 162824806 369 6 1
162824806 162837366 334 6 1
162837366 162837765 360 6 1
162837765 162839518 359 6 1
162839518 162841340 361 6 1
162841340 162842131 362 6 1
162842131 162846378 359 6 1
162846378 162851978 419 6 1
162851978 162862951 425 6 1
162862951 162864336 428 6 1
162864336 162864488 434 6 1
162864488 162871034 420 6 1
162871034 162871820 423 6 1
162871820 162873489 421 6 1
162873489 162876309 420 6 1
162876309 162877862 417 6 1
162877862 162878694 414 6 1
162878694 162880494 412 6 1
162880494 162880703 414 6 1
162880703 162881576 410 6 1
162881576 162883484 404 6 1
162883484 162885549 399 6 1
162885549 162886531 392 6 1
162886531 162888304 390 6 1
162888304 162888704 391 6 1
162888704 162889975 385 6 1
162889975 162891370 360 6 1
162891370 162892513 360 6 1
162892513 162895246 357 6 1
162895246 162895752 358 6 1
162895752 162902764 343 6 1
162902764 162903181 352 6 1
162903181 162906921 348 6 1
162906921 162909851 348 6 1
162909851 162911130 349 6 1
162911130 162920212 328 6 1
162920212 162925687 325 6 1
162925687 162925961 326 6 1
162925961 162931570 299 6 1
162931570 162935587 293 6 1
162935587 162937008 292 6 1
162937008 162940238 289 6 1
162940238 162943061 285 6 1
162943061 162948365 277 6 1
162948365 162953114 274 6 1
162953114 162964013 266 6 1
162964013 162968515 260 6 1
162968515 162977834 211 6 1
162977834 162977857 212 6 1
162977857 162982872 192 6 1
162982872 162990988 133 6 1
162990988 163001736 111 6 1
163001736 163007161 109 6 1
163007161 163021979 78 6 1
163021979 163024291 79 6 1
163024291 163046055 62 6 1
163046055 163061749 57 6 1
163061749 163083048 54 6 1
163083048 163090427 55 6 1
163090427 163092643 56 6 1
163092643 163107019 47 6 1
163107019 163119071 31 6 1
163119071 163140694 24 6 1
163140694 163170311 21 6 1
163170311 163179955 24 6 1
163179955 163196454 23 6 1
163196454 163212578 24 6 1
163212578 163226218 25 6 1
163226218 163231272 29 6 1
163231272 163233409 30 6 1
163233409 163241143 29 6 1
163241143 163250549 28 6 1
163250549 163268904 28 6 1
163268904 163272359 30 6 1
163272359 163275358 34 6 1
163275358 163283509 38 6 1
163283509 163291300 41 6 1
163291300 163298783 42 6 1
163298783 163305426 44 6 1
163305426 163309131 45 6 1
163309131 163320125 46 6 1
163320125 163338443 45 6 1
163338443 163343453 44 6 1
163343453 163349005 40 6 1
163349005 163362358 41 6 1
163362358 163383910 45 6 1
163383910 163388352 44 6 1
163388352 163403111 43 6 1
163403111 163409591 42 6 1
163409591 163423583 34 6 1
163423583 163431868 32 6 1
163431868 163439123 31 6 1
163439123 163446739 30 6 1
163446739 163483273 27 6 1
163483273 163484489 25 6 1
163484489 163505635 24 6 1
163505635 163512055 22 6 1
163512055 163529076 20 6 1
163529076 163539942 18 6 1
163539942 163543699 17 6 1
163543699 163545674 15 6 1
163545674 163548714 14 6 1
163548714 163549871 13 6 1
163549871 163572148 11 6 1
163572148 163583522 10 6 1
163583522 163584094 9 6 1
163584094 163623619 8 6 1
163623619 163644895 7 6 1
163644895 163652328 6 6 1
163652328 163654676 2 6 1
163654676 163670664 1 6 1
163670664 164237237 0 6 1
164237237 164296955 1 6 1
164296955 164336869 2 6 1
164336869 164345837 3 6 1
164345837 164419651 2 6 1
164419651 164423171 3 6 1
164423171 164458166 2 6 1
164458166 164531155 1 6 1
164531155 164533028 2 6 1
164533028 164536561 3 6 1
164536561 164656051 4 6 1
164656051 164664393 2 6 1
164664393 164798235 1 6 1
164798235 165889196 0 6 1
165889196 166066248 1 6 1
166066248 166139465 0 6 1
166139465 167161943 1 6 1
167161943 167164217 0 6 1
167164217 167180528 1 6 1
167180528 167184962 2 6 1
167184962 167189623 9 6 1
167189623 167367721 10 6 1
167367721 167373708 2 6 1
167373708 167399512 1 6 1
167399512 167486578 2 6 1
167486578 167572542 3 6 1
167572542 167699704 2 6 1
167699704 167700884 5 6 1
167700884 167755148 6 6 1
167755148 167765251 5 6 1
167765251 167772869 4 6 1
167772869 167784124 2 6 1
167784124 168431078 1 6 1
168431078 168515439 3 6 1
168515439 168551237 4 6 1
168551237 168581675 2 6 1
168581675 168633971 1 6 1
168633971 168670236 0 6 1
168670236 168716554 1 6 1
168716554 169190129 0 6 1
169190129 169844326 1 6 1
169844326 169854176 2 6 1
169854176 170109700 1 6 1
170109700 170266650 0 6 1
170266650 170518441 1 6 1
170518441 170569359 2 6 1
170569359 170581582 1 6 1
170581582 170710428 0 6 1
170710428 170745651 2 6 1
170745651 170748606 3 6 1
170748606 170806834 4 6 1
170806834 170907734 3 6 1
41892 45342 16 7 1
45342 46239 17 7 1
46239 53484 18 7 1
53484 67820 24 7 1
67820 84356 22 7 1
84356 100013 23 7 1
100013 110749 22 7 1
110749 110934 21 7 1
110934 112397 17 7 1
112397 115321 14 7 1
115321 115454 15 7 1
115454 117294 14 7 1
117294 118745 19 7 1
118745 127745 35 7 1
127745 130385 34 7 1
130385 134447 33 7 1
134447 145226 29 7 1
145226 149537 32 7 1
149537 176651 29 7 1
176651 177130 28 7 1
177130 179745 27 7 1
179745 180006 29 7 1
180006 181507 28 7 1
181507 181982 29 7 1
181982 183584 12 7 1
183584 210853 10 7 1
210853 232179 8 7 1
232179 331427 5 7 1
331427 512203 1 7 1
512203 604990 2 7 1
604990 703373 7 7 1
703373 779242 8 7 1
779242 781653 9 7 1
781653 784671 8 7 1
784671 791755 10 7 1
791755 800444 12 7 1
800444 833003 11 7 1
833003 848019 10 7 1
848019 850315 9 7 1
850315 851797 8 7 1
851797 861526 7 7 1
861526 909048 8 7 1
909048 931660 9 7 1
931660 934622 12 7 1
934622 936780 11 7 1
936780 974308 12 7 1
974308 1001812 13 7 1
1001812 1015141 12 7 1
1015141 1039003 11 7 1
1039003 1059021 12 7 1
1059021 1081972 14 7 1
1081972 1083777 18 7 1
1083777 1097952 20 7 1
1097952 1103697 17 7 1
1103697 1111436 10 7 1
1111436 1115834 8 7 1
1115834 1119965 9 7 1
1119965 1152615 8 7 1
1152615 1172880 7 7 1
1172880 1220005 12 7 1
1220005 1222859 13 7 1
1222859 1235059 12 7 1
1235059 1248935 10 7 1
1248935 1307501 6 7 1
1307501 1309941 7 7 1
1309941 1329569 6 7 1
1329569 1365476 5 7 1
1365476 1385189 6 7 1
1385189 1410186 8 7 1
1410186 1425972 9 7 1
1425972 1432565 8 7 1
1432565 1471424 9 7 1
1471424 1488265 9 7 1
1488265 1494669 7 7 1
1494669 1520581 6 7 1
1520581 1544176 5 7 1
1544176 1557967 6 7 1
1557967 1562468 7 7 1
1562468 1575972 6 7 1
1575972 1604549 7 7 1
1604549 1606847 6 7 1
1606847 1608812 5 7 1
1608812 1613281 6 7 1
1613281 1621911 7 7 1
1621911 1627983 5 7 1
1627983 1637672 4 7 1
1637672 1645843 5 7 1
1645843 1660285 6 7 1
1660285 1719287 5 7 1
1719287 1726663 6 7 1
1726663 1738891 4 7 1
1738891 1771272 5 7 1
1771272 1799799 6 7 1
1799799 1801707 8 7 1
1801707 1814867 7 7 1
1814867 1816966 9 7 1
1816966 1827986 8 7 1
1827986 1870730 9 7 1
1870730 1882914 8 7 1
1882914 1906231 10 7 1
1906231 1912222 9 7 1
1912222 1921362 8 7 1
1921362 1925837 14 7 1
1925837 1935598 14 7 1
1935598 1937887 15 7 1
1937887 1940287 14 7 1
1940287 1949507 13 7 1
1949507 1955237 16 7 1
1955237 1962238 16 7 1
1962238 1967086 18 7 1
1967086 1971226 19 7 1
1971226 1993899 20 7 1
1993899 2005132 19 7 1
2005132 2009765 20 7 1
2009765 2013174 21 7 1
2013174 2020083 20 7 1
2020083 2020094 23 7 1
2020094 2028968 22 7 1
2028968 2041432 23 7 1
2041432 2053223 25 7 1
2053223 2054262 33 7 1
2054262 2066443 32 7 1
2066443 2070145 34 7 1
2070145 2072762 33 7 1
2072762 2084914 32 7 1
2084914 2111566 33 7 1
2111566 2115215 36 7 1
2115215 2117309 39 7 1
2117309 2122292 35 7 1
2122292 2130652 36 7 1
2130652 2134616 35 7 1
2134616 2139952 33 7 1
2139952 2140704 36 7 1
2140704 2155926 33 7 1
2155926 2158390 32 7 1
2158390 2174242 29 7 1
2174242 2191428 31 7 1
2191428 2192070 33 7 1
2192070 2196140 31 7 1
2196140 2196724 34 7 1
2196724 2204473 35 7 1
2204473 2205565 34 7 1
2205565 2210844 35 7 1
2210844 2220092 28 7 1
2220092 2223951 27 7 1
2223951 2225387 28 7 1
2225387 2232798 26 7 1
2232798 2248561 25 7 1
2248561 2250437 26 7 1
2250437 2257171 22 7 1
2257171 2257612 21 7 1
2257612 2260593 20 7 1
2260593 2265020 18 7 1
2265020 2266139 21 7 1
2266139 2269618 19 7 1
2269618 2273301 19 7 1
2273301 2279319 20 7 1
2279319 2284035 18 7 1
2284035 2284363 17 7 1
2284363 2290601 16 7 1
2290601 2300135 14 7 1
2300135 2315008 13 7 1
2315008 2349419 9 7 1
2349419 2371943 6 7 1
2371943 2426730 1 7 1
2426730 2485933 2 7 1
2485933 2486368 3 7 1
2486368 2499770 2 7 1
2499770 2528189 6 7 1
2528189 2533790 8 7 1
2533790 2545090 9 7 1
2545090 2577945 11 7 1
2577945 2586995 12 7 1
2586995 2593713 11 7 1
2593713 2605369 8 7 1
