CHR	window	START	END	Cov
9	116	752957	755147	23
9	117	755147	762005	17
9	118	762005	765828	15
9	119	765828	776546	14
9	120	776546	788518	12
9	121	788518	794761	13
9	122	794761	798773	11
9	123	798773	805626	10
9	124	805626	845516	9
9	125	845516	858429	10
9	126	858429	874189	9
9	127	874189	912742	10
9	128	912742	1005870	9
9	129	1005870	1015896	10
9	130	1015896	1029948	15
9	131	1029948	1036807	16
9	132	1036807	1038123	17
9	133	1038123	1058280	16
9	134	1058280	1073114	15
9	135	1073114	1076448	18
9	136	1076448	1077862	21
9	137	1077862	1090919	22
9	138	1090919	1100339	21
9	139	1100339	1124076	20
9	140	1124076	1132683	18
9	141	1132683	1144787	14
9	142	1144787	1151090	12
9	143	1151090	1152214	15
9	144	1152214	1154883	12
9	145	1154883	1156737	13
9	146	1156737	1157148	14
9	147	1157148	1158381	13
9	148	1158381	1176609	14
9	149	1176609	1196285	13
9	150	1196285	1214741	14
9	151	1214741	1218816	13
9	152	1218816	1231372	12
9	153	1231372	1262293	10
9	154	1262293	1270676	11
9	155	1270676	1298143	10
9	156	1298143	1312312	11
9	157	1312312	1315843	12
9	158	1315843	1371366	13
9	159	1371366	1400154	13
9	160	1400154	1401847	28
9	161	1401847	1404850	27
9	162	1404850	1413518	28
9	163	1413518	1416846	30
9	164	1416846	1419062	33
9	165	1419062	1419638	34
9	166	1419638	1421296	35
9	167	1421296	1427006	34
9	168	1427006	1446149	35
9	169	1446149	1449084	43
9	170	1449084	1455409	44
9	171	1455409	1461225	45
9	172	1461225	1464067	46
9	173	1464067	1468895	47
9	174	1468895	1474129	46
9	175	1474129	1488655	45
9	176	1488655	1490830	54
9	177	1490830	1498941	48
9	178	1498941	1502004	49
9	179	1502004	1505268	49
9	180	1505268	1511343	50
9	181	1511343	1514361	49
9	182	1514361	1527945	47
9	183	1527945	1532960	47
9	184	1532960	1535003	46
9	185	1535003	1555709	45
9	186	1555709	1564704	41
9	187	1564704	1581753	37
9	188	1581753	1589897	35
9	189	1589897	1596030	32
9	190	1596030	1611912	31
9	191	1611912	1613989	29
9	192	1613989	1621830	28
9	193	1621830	1625123	27
9	194	1625123	1631945	26
9	195	1631945	1637833	23
9	196	1637833	1655163	14
9	197	1655163	1677827	13
9	198	1677827	1678137	14
9	199	1678137	1690345	12
9	200	1690345	1700123	10
9	201	1700123	1715766	11
9	202	1715766	1741459	10
9	203	1741459	1749549	9
9	204	1749549	1757495	8
9	205	1757495	1763360	7
9	206	1763360	1784090	6
9	207	1784090	1784127	8
9	208	1784127	1800027	7
9	209	1800027	1806366	6
9	210	1806366	1857508	5
9	211	1857508	1870197	3
9	212	1870197	1905859	4
9	213	1905859	1908992	5
9	214	1908992	1914111	6
9	215	1914111	1991683	5
9	216	1991683	2067703	4
9	217	2067703	2071536	5
9	218	2071536	2116715	6
9	219	2116715	2120825	7
9	220	2120825	2167498	8
9	221	2167498	2175247	7
9	222	2175247	2194805	7
9	223	2194805	2208731	9
9	224	2208731	2214131	10
9	225	2214131	2220211	11
9	226	2220211	2226397	10
9	227	2226397	2229243	13
9	228	2229243	2231608	16
9	229	2231608	2235793	26
9	230	2235793	2237826	70
9	231	2237826	2239137	72
9	232	2239137	2250760	73
9	233	2250760	2270672	76
9	234	2270672	2271408	75
9	235	2271408	2275401	74
9	236	2275401	2302693	75
9	237	2302693	2314235	76
9	238	2314235	2320311	75
9	239	2320311	2325075	76
9	240	2325075	2329724	74
9	241	2329724	2330285	75
9	242	2330285	2337836	74
9	243	2337836	2344514	72
9	244	2344514	2360237	62
9	245	2360237	2371212	13
9	246	2371212	2379775	11
9	247	2379775	2395837	10
9	248	2395837	2417698	9
9	249	2417698	2418179	10
9	250	2418179	2421459	9
9	251	2421459	2441373	11
9	252	2441373	2447910	9
9	253	2447910	2452684	10
9	254	2452684	2453729	11
9	255	2453729	2458574	12
9	256	2458574	2465921	11
9	257	2465921	2480637	10
9	258	2480637	2501323	9
9	259	2501323	2503356	8
9	260	2503356	2508256	7
9	261	2508256	2533810	8
9	262	2533810	2536241	10
9	263	2536241	2545345	11
9	264	2545345	2551654	12
9	265	2551654	2553370	13
9	266	2553370	2577039	12
9	267	2577039	2593063	12
9	268	2593063	2596783	17
9	269	2596783	2610213	14
9	270	2610213	2622121	13
9	271	2622121	2625172	15
9	272	2625172	2635545	16
9	273	2635545	2635572	17
9	274	2635572	2638113	16
9	275	2638113	2668187	15
9	276	2668187	2674318	17
9	277	2674318	2679711	18
9	278	2679711	2682839	19
9	279	2682839	2684656	20
9	280	2684656	2687539	23
9	281	2687539	2691186	24
9	282	2691186	2695208	25
9	283	2695208	2700102	31
9	284	2700102	2705784	30
9	285	2705784	2706763	31
9	286	2706763	2714512	32
9	287	2714512	2723164	32
9	288	2723164	2725699	33
9	289	2725699	2728122	35
9	290	2728122	2730988	36
9	291	2730988	2738808	35
9	292	2738808	2742771	34
9	293	2742771	2744794	33
9	294	2744794	2746298	30
9	295	2746298	2749297	29
9	296	2749297	2755665	30
9	297	2755665	2758335	29
9	298	2758335	2759564	30
9	299	2759564	2762721	29
9	300	2762721	2765163	27
9	301	2765163	2772939	26
9	302	2772939	2786608	24
9	303	2786608	2790935	23
9	304	2790935	2796409	17
9	305	2796409	2809077	14
9	306	2809077	2819117	13
9	307	2819117	2825318	11
9	308	2825318	2831254	7
9	309	2831254	2857723	9
9	310	2857723	2891210	8
9	311	2891210	2915538	7
9	312	2915538	2929393	8
9	313	2929393	2944544	7
9	314	2944544	2945691	6
9	315	2945691	3019701	5
9	316	3019701	3101411	4
9	317	3101411	3159681	3
9	318	3159681	3671251	2
9	319	3671251	3696041	3
9	320	3696041	3714089	4
9	321	3714089	3716878	7
9	322	3716878	3719591	10
9	323	3719591	3728304	12
9	324	3728304	3743730	14
9	325	3743730	3752585	15
9	326	3752585	3779306	17
9	327	3779306	3786161	20
9	328	3786161	3793304	19
9	329	3793304	3799448	12
9	330	3799448	3804237	11
9	331	3804237	3808404	10
9	332	3808404	3809726	11
9	333	3809726	3810885	10
9	334	3810885	3821400	9
9	335	3821400	3860800	8
9	336	3860800	3873414	5
9	337	3873414	3898832	6
9	338	3898832	4119816	5
9	339	4119816	4128138	4
9	340	4128138	4141546	3
9	341	4141546	4155650	4
9	342	4155650	4159313	5
9	343	4159313	4193870	4
9	344	4193870	4258916	5
9	345	4258916	4269562	4
9	346	4269562	4277721	5
9	347	4277721	4280648	6
9	348	4280648	4284369	7
9	349	4284369	4312564	8
9	350	4312564	4312901	9
9	351	4312901	4330843	10
9	352	4330843	4332786	11
9	353	4332786	4338099	12
9	354	4338099	4348268	10
9	355	4348268	4350760	13
9	356	4350760	4352621	14
9	357	4352621	4353708	13
9	358	4353708	4355828	14
9	359	4355828	4362231	14
9	360	4362231	4367473	13
9	361	4367473	4374764	15
9	362	4374764	4383842	17
9	363	4383842	4384740	27
9	364	4384740	4385981	29
9	365	4385981	4388139	33
9	366	4388139	4396727	44
9	367	4396727	4400991	48
9	368	4400991	4402815	50
9	369	4402815	4406564	51
9	370	4406564	4412058	51
9	371	4412058	4417219	55
9	372	4417219	4419269	58
9	373	4419269	4423822	57
9	374	4423822	4431320	56
9	375	4431320	4438585	55
9	376	4438585	4448351	52
9	377	4448351	4457091	51
9	378	4457091	4464970	51
9	379	4464970	4473829	47
9	380	4473829	4484903	48
9	381	4484903	4485607	49
9	382	4485607	4487575	49
9	383	4487575	4489494	45
9	384	4489494	4490134	46
9	385	4490134	4493526	47
9	386	4493526	4499945	50
9	387	4499945	4517766	51
9	388	4517766	4525344	49
9	389	4525344	4527766	48
9	390	4527766	4539161	42
9	391	4539161	4541549	43
9	392	4541549	4543307	42
9	393	4543307	4545685	41
9	394	4545685	4546944	40
9	395	4546944	4550752	39
9	396	4550752	4554871	40
9	397	4554871	4555573	41
9	398	4555573	4556769	40
9	399	4556769	4559775	39
9	400	4559775	4563316	18
9	401	4563316	4564432	17
9	402	4564432	4577809	16
9	403	4577809	4586808	17
9	404	4586808	4591655	18
9	405	4591655	4594919	19
9	406	4594919	4596135	21
9	407	4596135	4602356	22
9	408	4602356	4604807	23
9	409	4604807	4617972	16
9	410	4617972	4618089	19
9	411	4618089	4622472	18
9	412	4622472	4625995	17
9	413	4625995	4630675	12
9	414	4630675	4642402	13
9	415	4642402	4657998	14
9	416	4657998	4661853	13
9	417	4661853	4685584	14
9	418	4685584	4689447	13
9	419	4689447	4713213	14
9	420	4713213	4723391	11
9	421	4723391	4730743	10
9	422	4730743	4733652	11
9	423	4733652	4737385	12
9	424	4737385	4740456	10
9	425	4740456	4766773	9
9	426	4766773	4782185	8
9	427	4782185	4795595	7
9	428	4795595	4814948	5
9	429	4814948	4832130	6
9	430	4832130	4902707	5
9	431	4902707	4943454	4
9	432	4943454	5028315	3
9	433	5028315	5070831	5
9	434	5070831	5162911	6
9	435	5162911	5248905	5
9	436	5248905	5274648	6
9	437	5274648	5274761	7
9	438	5274761	5284266	6
9	439	5284266	5292743	5
9	440	5292743	5302095	4
9	441	5302095	5309831	4
9	442	5309831	5343001	5
9	443	5343001	5351295	6
9	444	5351295	5372266	7
9	445	5372266	5408587	8
9	446	5408587	5413567	7
9	447	5413567	5447330	6
9	448	5447330	5480810	4
9	449	5480810	5508647	3
9	450	5508647	5533831	4
9	451	5533831	5544861	3
9	452	5544861	5618557	2
9	453	5618557	5722311	3
9	454	5722311	5750243	4
9	455	5750243	5769767	3
9	456	5769767	5883409	4
9	457	5883409	5919734	3
9	458	5919734	5998248	4
9	459	5998248	6052242	3
9	460	6052242	6064428	4
9	461	6064428	6090160	6
9	462	6090160	6100169	5
9	463	6100169	6110470	6
9	464	6110470	6135571	7
9	465	6135571	6150622	6
9	466	6150622	6162881	7
9	467	6162881	6221246	6
9	468	6221246	6232242	7
9	469	6232242	6267718	6
9	470	6267718	6302569	7
9	471	6302569	6332216	6
9	472	6332216	6397990	2
9	473	6397990	6498287	3
9	474	6498287	6508149	5
9	475	6508149	6522752	6
9	476	6522752	6534707	10
9	477	6534707	6544766	13
9	478	6544766	6550853	15
9	479	6550853	6553510	29
9	480	6553510	6554558	29
9	481	6554558	6555183	30
9	482	6555183	6556839	31
9	483	6556839	6556948	36
9	484	6556948	6558615	37
9	485	6558615	6560974	57
9	486	6560974	6563812	69
9	487	6563812	6566602	70
9	488	6566602	6576920	73
9	489	6576920	6580205	79
9	490	6580205	6580479	81
9	491	6580479	6581294	82
9	492	6581294	6584675	81
9	493	6584675	6592180	83
9	494	6592180	6595046	84
9	495	6595046	6606388	85
9	496	6606388	6610222	87
9	497	6610222	6610998	88
9	498	6610998	6615149	88
9	499	6615149	6618004	91
9	500	6618004	6620197	92
9	501	6620197	6620205	90
9	502	6620205	6625272	84
9	503	6625272	6628916	84
9	504	6628916	6630997	87
9	505	6630997	6631099	89
9	506	6631099	6632950	88
9	507	6632950	6638114	87
9	508	6638114	6646268	88
9	509	6646268	6653183	87
9	510	6653183	6654203	86
9	511	6654203	6658900	89
9	512	6658900	6662241	89
9	513	6662241	6664700	86
9	514	6664700	6664708	87
9	515	6664708	6667755	82
9	516	6667755	6670263	81
9	517	6670263	6673270	82
9	518	6673270	6673465	83
9	519	6673465	6678310	79
9	520	6678310	6679844	50
9	521	6679844	6680594	48
9	522	6680594	6686479	35
9	523	6686479	6695397	20
9	524	6695397	6695502	21
9	525	6695502	6717628	19
9	526	6717628	6719052	21
9	527	6719052	6720546	20
9	528	6720546	6725408	18
9	529	6725408	6732596	16
9	530	6732596	6751664	18
9	531	6751664	6755909	20
9	532	6755909	6761798	21
9	533	6761798	6771993	20
9	534	6771993	6774868	19
9	535	6774868	6784726	18
9	536	6784726	6796922	17
9	537	6796922	6802912	16
9	538	6802912	6816899	14
9	539	6816899	6831925	13
9	540	6831925	6834622	8
9	541	6834622	6837912	9
9	542	6837912	6849317	12
9	543	6849317	6867764	11
9	544	6867764	6886132	12
9	545	6886132	6903022	13
9	546	6903022	6912174	12
9	547	6912174	6916272	13
9	548	6916272	6932314	13
9	549	6932314	6936621	14
9	550	6936621	6942089	13
9	551	6942089	6947704	11
9	552	6947704	6993972	10
9	553	6993972	6998246	9
9	554	6998246	7000769	8
9	555	7000769	7010567	7
9	556	7010567	7026860	6
9	557	7026860	7032776	9
9	558	7032776	7033374	10
9	559	7033374	7037009	8
9	560	7037009	7081110	7
9	561	7081110	7093871	6
9	562	7093871	7131165	5
9	563	7131165	7136345	6
9	564	7136345	7162712	5
9	565	7162712	7174673	6
9	566	7174673	7186641	5
9	567	7186641	7200905	4
9	568	7200905	7205130	6
9	569	7205130	7205888	7
9	570	7205888	7212849	6
9	571	7212849	7237331	8
9	572	7237331	7285069	9
9	573	7285069	7286404	10
9	574	7286404	7288704	13
9	575	7288704	7289301	50
9	576	7289301	7291611	52
9	577	7291611	7293271	53
9	578	7293271	7301876	54
9	579	7301876	7304741	55
9	580	7304741	7313773	54
9	581	7313773	7321303	56
9	582	7321303	7336443	54
9	583	7336443	7338939	72
9	584	7338939	7359333	73
9	585	7359333	7371646	74
9	586	7371646	7374332	73
9	587	7374332	7379214	74
9	588	7379214	7391401	75
9	589	7391401	7394932	74
9	590	7394932	7399394	75
9	591	7399394	7401270	72
9	592	7401270	7405366	71
9	593	7405366	7406235	72
9	594	7406235	7411160	71
9	595	7411160	7425734	42
9	596	7425734	7426671	39
9	597	7426671	7429384	17
9	598	7429384	7433954	19
9	599	7433954	7439636	19
9	600	7439636	7449392	17
9	601	7449392	7449633	19
9	602	7449633	7454234	18
9	603	7454234	7466024	18
9	604	7466024	7469512	17
9	605	7469512	7485343	18
9	606	7485343	7487847	20
9	607	7487847	7493198	21
9	608	7493198	7497427	22
9	609	7497427	7507190	21
9	610	7507190	7512610	22
9	611	7512610	7515555	27
9	612	7515555	7519392	26
9	613	7519392	7530859	27
9	614	7530859	7534385	26
9	615	7534385	7584003	25
9	616	7584003	7592809	24
9	617	7592809	7598825	23
9	618	7598825	7602329	20
9	619	7602329	7603957	18
9	620	7603957	7616969	17
9	621	7616969	7618765	15
9	622	7618765	7625089	13
9	623	7625089	7639660	11
9	624	7639660	7677811	10
9	625	7677811	7679426	9
9	626	7679426	7689927	8
9	627	7689927	7708011	9
9	628	7708011	7726374	8
9	629	7726374	7729729	9
9	630	7729729	7732354	10
9	631	7732354	7734250	16
9	632	7734250	7748702	17
9	633	7748702	7763957	18
9	634	7763957	7769437	14
9	635	7769437	7771207	13
9	636	7771207	7781937	6
9	637	7781937	7786509	5
9	638	7786509	7818873	4
9	639	7818873	7842392	7
9	640	7842392	7857333	8
9	641	7857333	7862899	9
9	642	7862899	7874342	10
9	643	7874342	7893739	11
9	644	7893739	7905308	12
9	645	7905308	7933968	13
9	646	7933968	7953154	15
9	647	7953154	7978649	22
9	648	7978649	7986838	21
9	649	7986838	7995142	22
9	650	7995142	8012473	21
9	651	8012473	8025789	20
9	652	8025789	8034428	19
9	653	8034428	8070064	12
9	654	8070064	8077943	13
9	655	8077943	8088243	12
9	656	8088243	8092506	13
9	657	8092506	8097339	14
9	658	8097339	8107057	14
9	659	8107057	8107889	17
9	660	8107889	8135721	15
9	661	8135721	8137679	14
9	662	8137679	8148701	9
9	663	8148701	8163517	8
9	664	8163517	8172046	7
9	665	8172046	8204598	6
9	666	8204598	8204990	7
9	667	8204990	8211513	8
9	668	8211513	8217341	6
9	669	8217341	8223541	5
9	670	8223541	8226643	8
9	671	8226643	8230268	7
9	672	8230268	8232403	9
9	673	8232403	8239501	10
9	674	8239501	8253638	9
9	675	8253638	8256711	8
9	676	8256711	8264200	7
9	677	8264200	8270818	5
9	678	8270818	8303930	4
9	679	8303930	8306453	3
9	680	8306453	8341445	1
9	681	8341445	8542391	0
9	682	8542391	8595416	2
9	683	8595416	8873659	0
9	684	8873659	8904256	1
9	685	8904256	8915142	2
9	686	8915142	8918851	3
9	687	8918851	8931671	4
9	688	8931671	8933266	21
9	689	8933266	8938579	23
9	690	8938579	8941556	26
9	691	8941556	8999510	27
9	692	8999510	9004839	26
9	693	9004839	9006519	25
9	694	9006519	9011979	22
9	695	9011979	9014415	21
9	696	9014415	9016645	6
9	697	9016645	9020223	7
9	698	9020223	9050106	6
9	699	9050106	9059182	8
9	700	9059182	9064330	7
9	701	9064330	9106354	6
9	702	9106354	9120059	5
9	703	9120059	9130794	4
9	704	9130794	9149948	3
9	705	9149948	9155502	2
9	706	9155502	9172356	1
9	707	9172356	9183809	3
9	708	9183809	9191014	4
9	709	9191014	9215842	5
9	710	9215842	9222770	6
9	711	9222770	9230415	5
9	712	9230415	9231566	9
9	713	9231566	9254658	11
9	714	9254658	9283994	14
9	715	9283994	9309847	15
9	716	9309847	9330061	16
9	717	9330061	9338417	18
9	718	9338417	9345787	19
9	719	9345787	9357471	22
9	720	9357471	9377309	19
9	721	9377309	9398971	21
9	722	9398971	9403465	20
9	723	9403465	9404773	19
9	724	9404773	9412518	18
9	725	9412518	9420777	15
9	726	9420777	9423378	13
9	727	9423378	9432198	11
9	728	9432198	9445314	12
9	729	9445314	9448103	18
9	730	9448103	9457189	21
9	731	9457189	9477435	28
9	732	9477435	9506817	29
9	733	9506817	9531084	30
9	734	9531084	9533062	36
9	735	9533062	9554800	35
9	736	9554800	9557973	34
9	737	9557973	9560151	35
9	738	9560151	9563486	34
9	739	9563486	9564031	35
9	740	9564031	9567032	33
9	741	9567032	9579742	20
9	742	9579742	9588336	20
9	743	9588336	9635801	16
9	744	9635801	9637042	15
9	745	9637042	9652234	15
9	746	9652234	9675357	14
9	747	9675357	9688265	10
9	748	9688265	9695050	9
9	749	9695050	9718066	8
9	750	9718066	9720373	10
9	751	9720373	9722779	12
9	752	9722779	9724975	13
9	753	9724975	9726774	17
9	754	9726774	9732148	18
9	755	9732148	9744169	17
9	756	9744169	9749627	18
9	757	9749627	9771155	25
9	758	9771155	9778552	27
9	759	9778552	9783275	27
9	760	9783275	9795758	28
9	761	9795758	9801755	29
9	762	9801755	9812684	30
9	763	9812684	9815322	38
9	764	9815322	9818094	39
9	765	9818094	9836246	38
9	766	9836246	9845602	48
9	767	9845602	9852432	66
9	768	9852432	9855408	75
9	769	9855408	9858820	83
9	770	9858820	9860780	85
9	771	9860780	9863227	84
9	772	9863227	9870902	82
9	773	9870902	9874397	80
9	774	9874397	9876907	77
9	775	9876907	9878633	78
9	776	9878633	9886326	80
9	777	9886326	9890962	81
9	778	9890962	9893071	82
9	779	9893071	9896256	85
9	780	9896256	9896494	93
9	781	9896494	9898870	94
9	782	9898870	9904274	104
9	783	9904274	9905096	126
9	784	9905096	9906396	131
9	785	9906396	9906906	133
9	786	9906906	9908296	135
9	787	9908296	9908821	165
9	788	9908821	9910993	168
9	789	9910993	9914448	167
9	790	9914448	9915288	166
9	791	9915288	9919035	153
9	792	9919035	9919631	152
9	793	9919631	9919941	153
9	794	9919941	9920242	152
9	795	9920242	9924724	151
9	796	9924724	9926519	174
9	797	9926519	9927547	175
9	798	9927547	9929116	176
9	799	9929116	9929998	177
9	800	9929998	9937960	176
9	801	9937960	9940404	175
9	802	9940404	9946448	181
9	803	9946448	9948996	230
9	804	9948996	9953234	222
9	805	9953234	9955463	221
9	806	9955463	9959548	219
9	807	9959548	9961495	221
9	808	9961495	9964131	222
9	809	9964131	9967081	207
9	810	9967081	9968339	202
9	811	9968339	9969144	198
9	812	9969144	9969965	196
9	813	9969965	9971262	191
9	814	9971262	9975847	163
9	815	9975847	9978058	164
9	816	9978058	9978798	165
9	817	9978798	9982967	159
9	818	9982967	9990812	150
9	819	9990812	9993972	149
9	820	9993972	9995469	148
9	821	9995469	9998464	135
9	822	9998464	10011536	86
9	823	10011536	10013742	82
9	824	10013742	10024245	76
9	825	10024245	10031887	71
9	826	10031887	10040378	70
9	827	10040378	10043190	67
9	828	10043190	10044857	59
9	829	10044857	10057995	52
9	830	10057995	10063634	50
9	831	10063634	10066580	47
9	832	10066580	10072647	18
9	833	10072647	10075983	17
9	834	10075983	10077180	18
9	835	10077180	10087393	15
9	836	10087393	10089848	14
9	837	10089848	10095897	13
9	838	10095897	10109957	12
9	839	10109957	10124920	13
9	840	10124920	10131155	12
9	841	10131155	10136079	12
9	842	10136079	10140134	11
9	843	10140134	10164807	9
9	844	10164807	10172120	9
9	845	10172120	10175169	14
9	846	10175169	10176877	16
9	847	10176877	10181476	17
9	848	10181476	10197122	16
9	849	10197122	10212611	15
9	850	10212611	10213455	16
9	851	10213455	10226620	15
9	852	10226620	10237302	14
9	853	10237302	10250280	13
9	854	10250280	10265898	14
9	855	10265898	10290234	15
9	856	10290234	10320595	14
9	857	10320595	10330727	15
9	858	10330727	10348518	16
9	859	10348518	10354770	19
9	860	10354770	10358103	20
9	861	10358103	10382986	15
9	862	10382986	10403105	16
9	863	10403105	10416736	13
9	864	10416736	10430602	10
9	865	10430602	10434956	11
9	866	10434956	10438983	42
9	867	10438983	10445182	46
9	868	10445182	10448624	48
9	869	10448624	10465773	50
9	870	10465773	10466253	66
9	871	10466253	10497345	67
9	872	10497345	10498582	68
9	873	10498582	10501953	67
9	874	10501953	10502487	64
9	875	10502487	10504220	37
9	876	10504220	10504752	35
9	877	10504752	10512584	28
9	878	10512584	10518177	27
9	879	10518177	10524338	25
9	880	10524338	10531820	24
9	881	10531820	10539852	23
9	882	10539852	10543846	22
9	883	10543846	10555820	19
9	884	10555820	10562824	18
9	885	10562824	10569571	11
9	886	10569571	10582847	6
9	887	10582847	10619518	5
9	888	10619518	10626347	8
9	889	10626347	10638135	7
9	890	10638135	10643006	8
9	891	10643006	10650558	9
9	892	10650558	10661104	12
9	893	10661104	10661479	23
9	894	10661479	10661677	30
9	895	10661677	10665284	32
9	896	10665284	10679109	36
9	897	10679109	10684841	35
9	898	10684841	10688320	31
9	899	10688320	10692286	11
9	900	10692286	10707428	10
9	901	10707428	10740440	11
9	902	10740440	10753385	9
9	903	10753385	10758044	46
9	904	10758044	10761108	57
9	905	10761108	10773234	58
9	906	10773234	10796556	59
9	907	10796556	10799541	58
9	908	10799541	10804577	59
9	909	10804577	10809784	72
9	910	10809784	10831667	73
9	911	10831667	10837802	72
9	912	10837802	10855148	71
9	913	10855148	10867601	73
9	914	10867601	10880887	73
9	915	10880887	10918555	72
9	916	10918555	10937761	72
9	917	10937761	10953884	70
9	918	10953884	10960011	73
9	919	10960011	10979914	74
9	920	10979914	10991759	72
9	921	10991759	11012612	74
9	922	11012612	11019168	75
9	923	11019168	11023192	76
9	924	11023192	11039352	75
9	925	11039352	11088123	76
9	926	11088123	11100333	75
9	927	11100333	11124108	74
9	928	11124108	11127599	75
9	929	11127599	11141424	74
9	930	11141424	11144781	73
9	931	11144781	11218499	72
9	932	11218499	11226794	73
9	933	11226794	11229968	74
9	934	11229968	11231785	75
9	935	11231785	11251894	71
9	936	11251894	11252968	74
9	937	11252968	11259413	73
9	938	11259413	11267757	74
9	939	11267757	11275596	73
9	940	11275596	11275771	74
9	941	11275771	11277648	73
9	942	11277648	11282981	68
9	943	11282981	11284810	69
9	944	11284810	11311434	30
9	945	11311434	11315721	36
9	946	11315721	11323311	47
9	947	11323311	11328484	50
9	948	11328484	11343385	49
9	949	11343385	11348631	51
9	950	11348631	11362671	52
9	951	11362671	11366995	54
9	952	11366995	11381601	55
9	953	11381601	11414516	56
9	954	11414516	11432783	58
9	955	11432783	11449346	57
9	956	11449346	11453713	56
9	957	11453713	11469128	55
9	958	11469128	11496538	56
9	959	11496538	11501589	58
9	960	11501589	11504455	60
9	961	11504455	11552089	59
9	962	11552089	11556256	61
9	963	11556256	11559230	62
9	964	11559230	11565506	61
9	965	11565506	11573502	50
9	966	11573502	11574309	52
9	967	11574309	11584217	49
9	968	11584217	11598491	54
9	969	11598491	11613940	63
9	970	11613940	11624106	64
9	971	11624106	11626108	66
9	972	11626108	11630086	65
9	973	11630086	11643677	64
9	974	11643677	11645495	102
9	975	11645495	11645855	104
9	976	11645855	11649791	103
9	977	11649791	11652617	200
9	978	11652617	11652943	206
9	979	11652943	11662904	207
9	980	11662904	11675511	261
9	981	11675511	11676651	308
9	982	11676651	11687247	309
9	983	11687247	11691436	311
9	984	11691436	11695224	317
9	985	11695224	11699120	320
9	986	11699120	11712108	317
9	987	11712108	11727911	321
9	988	11727911	11739654	326
9	989	11739654	11747129	332
9	990	11747129	11750014	339
9	991	11750014	11767579	342
9	992	11767579	11778564	364
9	993	11778564	11786189	393
9	994	11786189	11793955	395
9	995	11793955	11804714	408
9	996	11804714	11811032	421
9	997	11811032	11813213	426
9	998	11813213	11819691	427
9	999	11819691	11829232	429
9	1000	11829232	11833354	435
9	1001	11833354	11834022	437
9	1002	11834022	11837751	438
9	1003	11837751	11857975	434
9	1004	11857975	11867759	529
9	1005	11867759	11868796	547
9	1006	11868796	11869440	545
9	1007	11869440	11874039	535
9	1008	11874039	11884852	533
9	1009	11884852	11888402	536
9	1010	11888402	11889096	538
9	1011	11889096	11901939	537
9	1012	11901939	11913005	548
9	1013	11913005	11913010	584
9	1014	11913010	11914770	551
9	1015	11914770	11940076	411
9	1016	11940076	11946421	451
9	1017	11946421	11951328	487
9	1018	11951328	11962518	492
9	1019	11962518	11963439	508
9	1020	11963439	11970830	501
9	1021	11970830	11982928	495
9	1022	11982928	11983850	510
9	1023	11983850	11991580	505
9	1024	11991580	11996228	506
9	1025	11996228	12015741	509
9	1026	12015741	12017829	520
9	1027	12017829	12030740	512
9	1028	12030740	12031921	516
9	1029	12031921	12035818	515
9	1030	12035818	12046118	503
9	1031	12046118	12047033	507
9	1032	12047033	12056279	497
9	1033	12056279	12056887	505
9	1034	12056887	12061500	499
9	1035	12061500	12061706	500
9	1036	12061706	12071175	465
9	1037	12071175	12072404	460
9	1038	12072404	12075478	461
9	1039	12075478	12085464	453
9	1040	12085464	12090874	456
9	1041	12090874	12092035	456
9	1042	12092035	12094203	452
9	1043	12094203	12100614	438
9	1044	12100614	12105331	484
9	1045	12105331	12108648	474
9	1046	12108648	12124642	435
9	1047	12124642	12138638	402
9	1048	12138638	12146582	344
9	1049	12146582	12154384	317
9	1050	12154384	12154939	324
9	1051	12154939	12162866	315
9	1052	12162866	12165758	318
9	1053	12165758	12166990	326
9	1054	12166990	12168722	325
9	1055	12168722	12170021	325
9	1056	12170021	12180594	314
9	1057	12180594	12193649	297
9	1058	12193649	12196144	302
9	1059	12196144	12197084	301
9	1060	12197084	12200696	300
9	1061	12200696	12201236	302
9	1062	12201236	12206889	294
9	1063	12206889	12208470	293
9	1064	12208470	12213165	287
9	1065	12213165	12217876	282
9	1066	12217876	12224908	262
9	1067	12224908	12227114	260
9	1068	12227114	12233221	245
9	1069	12233221	12233760	254
9	1070	12233760	12241908	251
9	1071	12241908	12256058	239
9	1072	12256058	12264203	236
9	1073	12264203	12265120	234
9	1074	12265120	12271161	227
9	1075	12271161	12271492	235
9	1076	12271492	12272133	219
9	1077	12272133	12272803	188
9	1078	12272803	12274713	186
9	1079	12274713	12275319	188
9	1080	12275319	12276703	186
9	1081	12276703	12286336	185
9	1082	12286336	12287727	186
9	1083	12287727	12297578	180
9	1084	12297578	12299144	182
9	1085	12299144	12300040	182
9	1086	12300040	12300797	198
9	1087	12300797	12302048	202
9	1088	12302048	12307907	207
9	1089	12307907	12316830	210
9	1090	12316830	12318353	212
9	1091	12318353	12319407	211
9	1092	12319407	12320761	207
9	1093	12320761	12325454	199
9	1094	12325454	12332790	193
9	1095	12332790	12349266	188
9	1096	12349266	12349588	226
9	1097	12349588	12350993	224
9	1098	12350993	12357454	212
9	1099	12357454	12360136	207
9	1100	12360136	12370519	206
9	1101	12370519	12371727	207
9	1102	12371727	12378309	206
9	1103	12378309	12382539	191
9	1104	12382539	12386389	186
9	1105	12386389	12392007	185
9	1106	12392007	12394936	182
9	1107	12394936	12396731	179
9	1108	12396731	12405940	170
